plant_name,season,region,watering_frequency,water_amount_liters,fertilizer_type,fertilizer_amount,nitrogen_requirement,phosphorus_requirement,potassium_requirement,micronutrients_required,sunlight_requirement,temperature_range_celsius,humidity_range_percent,wind_tolerance,care_instructions
Rose,Summer,Maharashtra,2-3 times/week,01-Mar,NPK 10-10-10 or rose special,20g/plant/month (Full dose - active growth period),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),16-30°C,40-60%,Medium,Deadhead spent blooms to encourage continuous flowering; water in early morning. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Autumn,Karnataka,2 times/week,01-Feb,NPK 10-10-10 or rose special,20g/plant/month (Full dose - transitional growing season),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),14-28°C,45-65%,Medium,Good blooming/growing season for many varieties; maintain regular watering. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Autumn,Tamil Nadu,2 times/week,01-Feb,NPK 10-10-10 or rose special,20g/plant/month (Full dose - transitional growing season),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),15-29°C,45-65%,Medium,Good blooming/growing season for many varieties; maintain regular watering. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Autumn,West Bengal,2 times/week,01-Feb,NPK 10-10-10 or rose special,20g/plant/month (Full dose - transitional growing season),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),15-29°C,50-70%,Medium,Good blooming/growing season for many varieties; maintain regular watering. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Autumn,Delhi,2 times/week,01-Feb,NPK 10-10-10 or rose special,20g/plant/month (Full dose - transitional growing season),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),18-32°C,30-50%,Medium,Good blooming/growing season for many varieties; maintain regular watering. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Autumn,Maharashtra,2 times/week,01-Feb,NPK 10-10-10 or rose special,20g/plant/month (Full dose - transitional growing season),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),16-30°C,40-60%,Medium,Good blooming/growing season for many varieties; maintain regular watering. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Monsoon,Karnataka,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 or rose special,10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),14-28°C,45-65%,Medium,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Monsoon,Tamil Nadu,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 or rose special,10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),15-29°C,45-65%,Medium,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Monsoon,West Bengal,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 or rose special,10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),15-29°C,50-70%,Medium,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Monsoon,Delhi,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 or rose special,10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),18-32°C,30-50%,Medium,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Monsoon,Maharashtra,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 or rose special,10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),16-30°C,40-60%,Medium,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Winter,Karnataka,1-2 times/week,0.5-1.5,NPK 10-10-10 or rose special,10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),14-28°C,45-65%,Medium,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Winter,Tamil Nadu,1-2 times/week,0.5-1.5,NPK 10-10-10 or rose special,10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),15-29°C,45-65%,Medium,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Winter,West Bengal,1-2 times/week,0.5-1.5,NPK 10-10-10 or rose special,10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),15-29°C,50-70%,Medium,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Winter,Delhi,1-2 times/week,0.5-1.5,NPK 10-10-10 or rose special,10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),18-32°C,30-50%,Medium,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Winter,Maharashtra,1-2 times/week,0.5-1.5,NPK 10-10-10 or rose special,10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),16-30°C,40-60%,Medium,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Windy,Karnataka,3 times/week,1.5-3,NPK 10-10-10 or rose special,20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),14-28°C,45-65%,Medium,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Windy,Tamil Nadu,3 times/week,1.5-3,NPK 10-10-10 or rose special,20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),15-29°C,45-65%,Medium,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Windy,West Bengal,3 times/week,1.5-3,NPK 10-10-10 or rose special,20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),15-29°C,50-70%,Medium,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Windy,Delhi,3 times/week,1.5-3,NPK 10-10-10 or rose special,20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),18-32°C,30-50%,Medium,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Rose,Windy,Maharashtra,3 times/week,1.5-3,NPK 10-10-10 or rose special,20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,High,"Iron, Magnesium, Boron",Full sun (6+ hrs),16-30°C,40-60%,Medium,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Prune in dormant season; deadhead spent blooms; watch for blackspot/mildew in high humidity.
Boston Fern,Summer,Delhi,2 times/week,0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - active growth period),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,21-27°C,50-70%,Low,Keep out of direct harsh sun; increase humidity via misting or a pebble tray. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Summer,Maharashtra,2 times/week,0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - active growth period),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,19-25°C,60-80%,Low,Keep out of direct harsh sun; increase humidity via misting or a pebble tray. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Summer,Karnataka,2 times/week,0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - active growth period),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,17-23°C,65-85%,Low,Keep out of direct harsh sun; increase humidity via misting or a pebble tray. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Summer,West Bengal,2 times/week,0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - active growth period),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,70-90%,Low,Keep out of direct harsh sun; increase humidity via misting or a pebble tray. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Summer,Tamil Nadu,2 times/week,0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - active growth period),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,65-85%,Low,Keep out of direct harsh sun; increase humidity via misting or a pebble tray. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Autumn,Delhi,1-2 times/week,0.3-0.8,Balanced liquid fertilizer,5ml/plant/month (Full dose - transitional growing season),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,21-27°C,50-70%,Low,Reduce feeding as light levels drop; wipe leaves free of dust. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Autumn,Maharashtra,1-2 times/week,0.3-0.8,Balanced liquid fertilizer,5ml/plant/month (Full dose - transitional growing season),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,19-25°C,60-80%,Low,Reduce feeding as light levels drop; wipe leaves free of dust. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Autumn,Karnataka,1-2 times/week,0.3-0.8,Balanced liquid fertilizer,5ml/plant/month (Full dose - transitional growing season),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,17-23°C,65-85%,Low,Reduce feeding as light levels drop; wipe leaves free of dust. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Autumn,West Bengal,1-2 times/week,0.3-0.8,Balanced liquid fertilizer,5ml/plant/month (Full dose - transitional growing season),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,70-90%,Low,Reduce feeding as light levels drop; wipe leaves free of dust. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Autumn,Tamil Nadu,1-2 times/week,0.3-0.8,Balanced liquid fertilizer,5ml/plant/month (Full dose - transitional growing season),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,65-85%,Low,Reduce feeding as light levels drop; wipe leaves free of dust. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Monsoon,Delhi,"1 time/week (reduce, ambient humidity high)",0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,21-27°C,50-70%,Low,Ensure good ventilation and drainage indoors to prevent fungal issues from high humidity. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Monsoon,Maharashtra,"1 time/week (reduce, ambient humidity high)",0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,19-25°C,60-80%,Low,Ensure good ventilation and drainage indoors to prevent fungal issues from high humidity. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Monsoon,Karnataka,"1 time/week (reduce, ambient humidity high)",0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,17-23°C,65-85%,Low,Ensure good ventilation and drainage indoors to prevent fungal issues from high humidity. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Monsoon,West Bengal,"1 time/week (reduce, ambient humidity high)",0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,70-90%,Low,Ensure good ventilation and drainage indoors to prevent fungal issues from high humidity. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Monsoon,Tamil Nadu,"1 time/week (reduce, ambient humidity high)",0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,65-85%,Low,Ensure good ventilation and drainage indoors to prevent fungal issues from high humidity. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Winter,Delhi,1 time/week,0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,21-27°C,50-70%,Low,Keep away from cold drafts and heaters; reduce watering as growth slows. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Winter,Maharashtra,1 time/week,0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,19-25°C,60-80%,Low,Keep away from cold drafts and heaters; reduce watering as growth slows. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Winter,Karnataka,1 time/week,0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,17-23°C,65-85%,Low,Keep away from cold drafts and heaters; reduce watering as growth slows. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Winter,West Bengal,1 time/week,0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,70-90%,Low,Keep away from cold drafts and heaters; reduce watering as growth slows. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Winter,Tamil Nadu,1 time/week,0.2-0.5,Balanced liquid fertilizer,2.5ml/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,65-85%,Low,Keep away from cold drafts and heaters; reduce watering as growth slows. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Windy,Delhi,2 times/week (keep away from drafts),0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - same as normal growing schedule),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,21-27°C,50-70%,Low,Indoor plant - shield from drafts near open windows/AC vents rather than outdoor wind. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Windy,Maharashtra,2 times/week (keep away from drafts),0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - same as normal growing schedule),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,19-25°C,60-80%,Low,Indoor plant - shield from drafts near open windows/AC vents rather than outdoor wind. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Windy,Karnataka,2 times/week (keep away from drafts),0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - same as normal growing schedule),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,17-23°C,65-85%,Low,Indoor plant - shield from drafts near open windows/AC vents rather than outdoor wind. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Windy,West Bengal,2 times/week (keep away from drafts),0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - same as normal growing schedule),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,70-90%,Low,Indoor plant - shield from drafts near open windows/AC vents rather than outdoor wind. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Boston Fern,Windy,Tamil Nadu,2 times/week (keep away from drafts),0.4-1,Balanced liquid fertilizer,5ml/plant/month (Full dose - same as normal growing schedule),Medium,Low,Low,"Iron, Magnesium",Bright indirect light,18-24°C,65-85%,Low,Indoor plant - shield from drafts near open windows/AC vents rather than outdoor wind. Loves high humidity; mist regularly; keep soil consistently moist but not soggy.
Petunia,Summer,Karnataka,2-3 times/week,01-Mar,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - active growth period),Medium,High,Medium,"Boron, Calcium",Full sun,17-28°C,45-65%,Medium,"Deadhead spent blooms to encourage continuous flowering; water in early morning. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Summer,Himachal Pradesh,2-3 times/week,01-Mar,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - active growth period),Medium,High,Medium,"Boron, Calcium",Full sun,12-23°C,40-60%,Medium,"Deadhead spent blooms to encourage continuous flowering; water in early morning. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Summer,Tamil Nadu,2-3 times/week,01-Mar,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - active growth period),Medium,High,Medium,"Boron, Calcium",Full sun,18-29°C,45-65%,Medium,"Deadhead spent blooms to encourage continuous flowering; water in early morning. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Summer,Delhi,2-3 times/week,01-Mar,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - active growth period),Medium,High,Medium,"Boron, Calcium",Full sun,21-32°C,30-50%,Medium,"Deadhead spent blooms to encourage continuous flowering; water in early morning. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Summer,Maharashtra,2-3 times/week,01-Mar,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - active growth period),Medium,High,Medium,"Boron, Calcium",Full sun,19-30°C,40-60%,Medium,"Deadhead spent blooms to encourage continuous flowering; water in early morning. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Autumn,Karnataka,2 times/week,01-Feb,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - transitional growing season),Medium,High,Medium,"Boron, Calcium",Full sun,17-28°C,45-65%,Medium,"Good blooming/growing season for many varieties; maintain regular watering. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Autumn,Himachal Pradesh,2 times/week,01-Feb,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - transitional growing season),Medium,High,Medium,"Boron, Calcium",Full sun,12-23°C,40-60%,Medium,"Good blooming/growing season for many varieties; maintain regular watering. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Autumn,Tamil Nadu,2 times/week,01-Feb,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - transitional growing season),Medium,High,Medium,"Boron, Calcium",Full sun,18-29°C,45-65%,Medium,"Good blooming/growing season for many varieties; maintain regular watering. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Autumn,Delhi,2 times/week,01-Feb,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - transitional growing season),Medium,High,Medium,"Boron, Calcium",Full sun,21-32°C,30-50%,Medium,"Good blooming/growing season for many varieties; maintain regular watering. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Autumn,Maharashtra,2 times/week,01-Feb,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - transitional growing season),Medium,High,Medium,"Boron, Calcium",Full sun,19-30°C,40-60%,Medium,"Good blooming/growing season for many varieties; maintain regular watering. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Monsoon,Karnataka,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,High,Medium,"Boron, Calcium",Full sun,17-28°C,45-65%,Medium,"Ensure excess water drains away; watch for fungal disease on flowers/foliage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Monsoon,Himachal Pradesh,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,High,Medium,"Boron, Calcium",Full sun,12-23°C,40-60%,Medium,"Ensure excess water drains away; watch for fungal disease on flowers/foliage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Monsoon,Tamil Nadu,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,High,Medium,"Boron, Calcium",Full sun,18-29°C,45-65%,Medium,"Ensure excess water drains away; watch for fungal disease on flowers/foliage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Monsoon,Delhi,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,High,Medium,"Boron, Calcium",Full sun,21-32°C,30-50%,Medium,"Ensure excess water drains away; watch for fungal disease on flowers/foliage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Monsoon,Maharashtra,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,High,Medium,"Boron, Calcium",Full sun,19-30°C,40-60%,Medium,"Ensure excess water drains away; watch for fungal disease on flowers/foliage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Winter,Karnataka,1-2 times/week,0.5-1.5,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,High,Medium,"Boron, Calcium",Full sun,17-28°C,45-65%,Medium,"Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Winter,Himachal Pradesh,1-2 times/week,0.5-1.5,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,High,Medium,"Boron, Calcium",Full sun,12-23°C,40-60%,Medium,"Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Winter,Tamil Nadu,1-2 times/week,0.5-1.5,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,High,Medium,"Boron, Calcium",Full sun,18-29°C,45-65%,Medium,"Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Winter,Delhi,1-2 times/week,0.5-1.5,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,High,Medium,"Boron, Calcium",Full sun,21-32°C,30-50%,Medium,"Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Winter,Maharashtra,1-2 times/week,0.5-1.5,NPK 15-30-15 (bloom booster),5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,High,Medium,"Boron, Calcium",Full sun,19-30°C,40-60%,Medium,"Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Windy,Karnataka,3 times/week,1.5-3,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,High,Medium,"Boron, Calcium",Full sun,17-28°C,45-65%,Medium,"Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Windy,Himachal Pradesh,3 times/week,1.5-3,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,High,Medium,"Boron, Calcium",Full sun,12-23°C,40-60%,Medium,"Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Windy,Tamil Nadu,3 times/week,1.5-3,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,High,Medium,"Boron, Calcium",Full sun,18-29°C,45-65%,Medium,"Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Windy,Delhi,3 times/week,1.5-3,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,High,Medium,"Boron, Calcium",Full sun,21-32°C,30-50%,Medium,"Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Petunia,Windy,Maharashtra,3 times/week,1.5-3,NPK 15-30-15 (bloom booster),10g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,High,Medium,"Boron, Calcium",Full sun,19-30°C,40-60%,Medium,"Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Deadhead and pinch back for continuous, bushy blooming; avoid waterlogging."
Wisteria,Summer,Himachal Pradesh,2-3 times/week,01-Mar,Low-nitrogen NPK 5-10-10,30g/plant/month (Full dose - active growth period),Low,High,Medium,Iron,Full sun,9-23°C,40-60%,Medium,Deadhead spent blooms to encourage continuous flowering; water in early morning. Vigorous climbing vineneeds sturdy support; prune twice yearly; too much N reduces blooms.
Wisteria,Summer,Uttarakhand,2-3 times/week,01-Mar,Low-nitrogen NPK 5-10-10,30g/plant/month (Full dose - active growth period),Low,High,Medium,Iron,Full sun,10-24°C,40-60%,Medium,Deadhead spent blooms to encourage continuous flowering; water in early morning. Vigorous climbing vineneeds sturdy support; prune twice yearly; too much N reduces blooms.
Wisteria,Summer,Jammu and Kashmir,2-3 times/week,01-Mar,Low-nitrogen NPK 5-10-10,30g/plant/month (Full dose - active growth period),Low,High,Medium,Iron,Full sun,7-21°C,35-55%,Medium,Deadhead spent blooms to encourage continuous flowering; water in early morning. Vigorous climbing vineneeds sturdy support; prune twice yearly; too much N reduces blooms.
Wisteria,Summer,West Bengal,2-3 times/week,01-Mar,Low-nitrogen NPK 5-10-10,30g/plant/month (Full dose - active growth period),Low,High,Medium,Iron,Full sun,15-29°C,50-70%,Medium,Deadhead spent blooms to encourage continuous flowering; water in early morning. Vigorous climbing vineneeds sturdy support; prune twice yearly; too much N reduces blooms.
Wisteria,Summer,Karnataka,2-3 times/week,01-Mar,Low-nitrogen NPK 5-10-10,30g/plant/month (Full dose - active growth period),Low,High,Medium,Iron,Full sun,14-28°C,45-65%,Medium,Deadhead spent blooms to encourage continuous flowering; water in early morning. Vigorous climbing vineneeds sturdy support; prune twice yearly; too much N reduces blooms.
