plant_name,country,state_or_region,continent,native_status,cultivation_status,climate_zone,best_growing_season,best_growing_months,temperature_min,temperature_max,annual_rainfall_min,annual_rainfall_max,humidity_min,humidity_max,altitude_min,altitude_max,soil_suitability,water_availability,sunlight_condition,frost_tolerance,heat_tolerance,drought_tolerance,salinity_tolerance,wind_tolerance,common_growing_method,commercial_production,remarks,,
Water Apple,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,2000,3500,75,95,0,800,Laterite Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Limited,Cultivated in humid tropical regions of Kerala.,,
Water Apple,India,Tamil Nadu,Asia,No,Commercial,Tropical,Summer,May-July,22,38,700,1400,50,80,0,600,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Limited,Grown in home gardens and small orchards.,,
Water Apple,Sri Lanka,Western Province,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,95,0,500,Well-drained Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Popular tropical fruit grown for local markets.,,
Water Apple,Taiwan,Kaohsiung,Asia,No,Commercial,Subtropical,Summer,May-August,18,32,1500,2200,65,90,0,500,Fertile Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Taiwan is known for high-quality wax and water apple production.,,
Water Apple,Australia,Queensland,Oceania,No,Commercial,Tropical,Summer,December-February,22,32,1200,2200,65,90,0,500,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Limited,Limited commercial cultivation in tropical northern Queensland.,,
Noni,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,38,700,1400,50,80,0,600,Red Loamy Soil,Moderate,Full Sun,Low,High,High,Medium,High,Orchard,Limited,Cultivated for medicinal and nutraceutical products.,,
Noni,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,2000,3500,75,95,0,800,Laterite Loam,High,Full Sun,Low,Medium,Low,Medium,High,Orchard,Limited,Grown in humid tropical regions for herbal uses.,,
Noni,Indonesia,Bali,Asia,Yes,Commercial,Tropical,Year-round,January-December,23,34,1800,3000,70,95,0,500,Volcanic Loamy Soil,High,Full Sun,Low,Medium,Low,Medium,High,Orchard,Yes,Indonesia is part of the native range of noni.,,
Noni,Malaysia,Sabah,Asia,Yes,Commercial,Tropical,Year-round,January-December,23,34,1800,3000,70,95,0,600,Well-drained Loamy Soil,High,Full Sun,Low,Medium,Low,Medium,High,Orchard,Yes,Commercial cultivation supports herbal product industries.,,
Noni,Thailand,Surat Thani,Asia,No,Commercial,Tropical,Year-round,January-December,22,35,1200,2200,65,90,0,400,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Limited,Cultivated mainly for juice production.,,
Noni,Philippines,Davao Region,Asia,No,Commercial,Tropical,Year-round,January-December,23,34,1800,2800,70,90,0,500,Fertile Loamy Soil,High,Full Sun,Low,Medium,Low,Medium,High,Orchard,Yes,Widely grown for traditional medicine and health products.,,
Noni,Fiji,Western Division,Oceania,Yes,Commercial,Tropical,Year-round,January-December,23,32,2000,3500,75,95,0,300,Coral Sandy Loam,High,Full Sun,Low,Medium,Low,High,High,Agroforestry,Yes,Noni is an important traditional medicinal plant in the Pacific Islands.,,
Noni,French Polynesia,Tahiti,Oceania,Yes,Commercial,Tropical,Year-round,January-December,23,32,1800,3000,75,95,0,500,Volcanic Loamy Soil,High,Full Sun,Low,Medium,Low,High,High,Plantation,Yes,Tahitian noni is internationally recognized for juice production.,,
Noni,Australia,Queensland,Oceania,No,Commercial,Tropical,Year-round,January-December,22,32,1200,2200,65,90,0,500,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Medium,Medium,Orchard,Limited,Small-scale commercial cultivation in tropical northern Australia.,,
Noni,United States,Hawaii,North America,No,Commercial,Tropical,Year-round,January-December,22,32,1500,3000,70,95,0,900,Volcanic Loamy Soil,High,Full Sun,Low,Medium,Low,High,High,Plantation,Yes,Hawaii is a major producer of commercial noni juice products.,,
Cocoa,Côte d'Ivoire,Lagunes,Africa,No,Commercial,Tropical,Year-round,October-March,21,32,1200,2200,70,95,0,400,Well-drained Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Côte d'Ivoire is the world's largest cocoa producer.,,
Cocoa,Ghana,Ashanti,Africa,No,Commercial,Tropical,Year-round,October-March,21,32,1200,2000,70,95,100,500,Fertile Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Ghana is renowned for premium-quality cocoa beans.,,
Cocoa,Indonesia,West Sulawesi,Asia,No,Commercial,Tropical,Year-round,September-February,22,33,1500,2500,70,95,0,600,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Indonesia is one of the world's largest cocoa producers.,,
Cocoa,Nigeria,Ondo,Africa,No,Commercial,Tropical,Year-round,October-February,22,33,1200,2000,70,90,100,500,Well-drained Sandy Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Ondo State is Nigeria's leading cocoa-producing region.,,
Cocoa,Ecuador,Los Ríos,South America,Yes,Commercial,Tropical,Year-round,October-April,22,32,1500,2500,75,95,0,500,Alluvial Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Ecuador is famous for fine-flavor Arriba cocoa.,,
Cocoa,Brazil,Bahia,South America,No,Commercial,Tropical,Year-round,October-March,22,32,1200,2200,70,95,0,700,Well-drained Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Bahia has a long history of commercial cocoa cultivation.,,
Cocoa,India,Kerala,Asia,No,Commercial,Tropical,Year-round,November-March,22,34,2000,3500,75,95,0,800,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Agroforestry,Yes,Cocoa is commonly grown under coconut and arecanut plantations.,,
Cocoa,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,November-March,22,34,900,1800,60,85,300,900,Red Loamy Soil,Moderate,Partial Shade,Low,Medium,Medium,Low,Medium,Agroforestry,Yes,Karnataka is one of India's major cocoa-producing states.,,
Cocoa,Peru,San Martín,South America,No,Commercial,Tropical,Year-round,October-April,21,32,1500,2500,75,95,300,1200,Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Peru is an important producer of organic and fine-flavor cocoa.,,
Cocoa,Cameroon,Centre,Africa,No,Commercial,Tropical,Year-round,October-March,22,32,1400,2200,70,95,200,700,Fertile Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Cocoa is one of Cameroon's major export crops.,,
Coffee,Brazil,Minas Gerais,South America,No,Commercial,Tropical,Winter,May-August,18,30,1000,1800,60,85,600,1200,Well-drained Loamy Soil,Moderate,Partial Shade,Low,Medium,Medium,Low,Medium,Plantation,Yes,Minas Gerais is Brazil's largest coffee-producing state.,,
Coffee,Vietnam,??k L?k,Asia,No,Commercial,Tropical,Dry Season,November-February,20,32,1200,2000,60,85,400,800,Volcanic Red Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Vietnam is the world's leading Robusta coffee producer.,,
Coffee,Colombia,Antioquia,South America,No,Commercial,Tropical,Year-round,September-December,18,28,1500,2500,70,90,1000,1800,Volcanic Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Colombia is globally renowned for premium Arabica coffee.,,
Coffee,Ethiopia,Oromia,Africa,Yes,Commercial,Tropical,Autumn,October-January,15,28,1200,2200,60,85,1200,2200,Fertile Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Agroforestry,Yes,Ethiopia is the native home of Arabica coffee.,,
Coffee,India,Karnataka,Asia,No,Commercial,Tropical,Winter,November-February,18,30,1200,2500,65,90,700,1500,Red Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Karnataka produces the majority of India's coffee.,,
Coffee,India,Kerala,Asia,No,Commercial,Tropical,Winter,November-February,18,30,1800,3000,70,95,600,1200,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Coffee is widely cultivated under shade trees.,,
Coffee,India,Tamil Nadu,Asia,No,Commercial,Tropical,Winter,November-February,18,28,1200,2000,65,90,900,1800,Well-drained Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Yercaud and Nilgiris are important coffee-growing regions.,,
Coffee,Indonesia,South Sumatra,Asia,No,Commercial,Tropical,Dry Season,June-September,20,32,1500,2500,70,90,600,1500,Volcanic Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Indonesia is a major producer of Arabica and Robusta coffee.,,
Coffee,Uganda,Central Region,Africa,No,Commercial,Tropical,Year-round,September-December,18,30,1000,2000,60,85,800,1500,Well-drained Sandy Loam,Moderate,Partial Shade,Low,Medium,Medium,Low,Medium,Plantation,Yes,Coffee is Uganda's leading agricultural export.,,
Coffee,Peru,Cajamarca,South America,No,Commercial,Tropical,Winter,May-August,16,28,1200,2200,65,90,1000,2000,Fertile Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Peru is known for high-quality organic Arabica coffee.,,
Tea,China,Zhejiang,Asia,Yes,Commercial,Subtropical,Spring,March-May,13,30,1200,2500,70,90,200,1200,Acidic Well-drained Loamy Soil,High,Partial Shade,Medium,Medium,Low,Low,Medium,Plantation,Yes,China is the world's largest tea producer.,,
Tea,India,Assam,Asia,No,Commercial,Tropical,Spring,March-June,18,35,1800,3000,75,95,50,200,Acidic Alluvial Soil,High,Partial Shade,Low,High,Low,Low,Medium,Plantation,Yes,Assam is famous for strong black tea production.,,
Tea,India,West Bengal,Asia,No,Commercial,Subtropical,Spring,March-June,10,25,2000,3500,75,95,600,2200,Acidic Loamy Soil,High,Partial Shade,Medium,Medium,Low,Low,Medium,Plantation,Yes,Darjeeling produces world-renowned premium tea.,,
Tea,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,12,28,1200,2500,70,90,1000,2500,Acidic Red Loamy Soil,High,Partial Shade,Medium,Medium,Low,Low,Medium,Plantation,Yes,The Nilgiris are one of India's major tea-growing regions.,,
Tea,Sri Lanka,Central Province,Asia,No,Commercial,Tropical,Year-round,January-December,15,27,1800,2500,75,95,600,2200,Acidic Well-drained Soil,High,Partial Shade,Medium,Medium,Low,Low,Medium,Plantation,Yes,Sri Lanka is globally known for Ceylon tea.,,
Tea,Kenya,Kericho,Africa,No,Commercial,Tropical,Year-round,January-December,15,28,1200,2200,70,90,1500,2200,Volcanic Acidic Soil,High,Partial Shade,Medium,Medium,Low,Low,Medium,Plantation,Yes,Kenya is Africa's largest tea producer.,,
Tea,Japan,Shizuoka,Asia,No,Commercial,Temperate,Spring,April-June,8,28,1400,2500,70,90,100,700,Acidic Volcanic Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Plantation,Yes,Shizuoka is Japan's leading tea-producing prefecture.,,
Tea,Taiwan,Nantou,Asia,No,Commercial,Subtropical,Spring,March-May,12,28,1800,2500,70,90,500,1800,Acidic Mountain Soil,Moderate,Partial Shade,Medium,Medium,Low,Low,Medium,Plantation,Yes,Taiwan is famous for premium oolong teas.,,
Tea,Vietnam,Lâm ??ng,Asia,No,Commercial,Subtropical,Spring,March-May,15,28,1500,2500,70,90,800,1600,Acidic Red Soil,Moderate,Partial Shade,Medium,Medium,Low,Low,Medium,Plantation,Yes,Lâm ??ng is Vietnam's primary tea-growing province.,,
Tea,Nepal,Koshi Province,Asia,No,Commercial,Subtropical,Spring,March-May,10,26,1500,2500,70,90,900,2200,Acidic Loamy Soil,Moderate,Partial Shade,Medium,Medium,Low,Low,Medium,Plantation,Limited,Nepal produces high-quality orthodox teas similar to Darjeeling.,,
Black Pepper,India,Kerala,Asia,Yes,Commercial,Tropical,Monsoon,June-September,23,32,2000,3500,70,95,0,1200,Well-drained Laterite Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Vine Plantation,Yes,Kerala is known as the 'Land of Spices' and is India's largest black pepper producer.,,
Black Pepper,India,Karnataka,Asia,Yes,Commercial,Tropical,Monsoon,June-September,22,32,1500,3000,70,90,300,1200,Red Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Vine Plantation,Yes,Karnataka is one of India's leading pepper-producing states.,,
Black Pepper,India,Tamil Nadu,Asia,Yes,Commercial,Tropical,Monsoon,June-September,22,31,1200,2500,65,90,500,1500,Well-drained Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Vine Plantation,Yes,Grown extensively in the Nilgiris and Western Ghats.,,
Black Pepper,Vietnam,??k L?k,Asia,No,Commercial,Tropical,Dry Season,November-February,22,34,1800,2500,70,90,200,800,Basaltic Red Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Vietnam is the world's largest exporter of black pepper.,,
Black Pepper,Indonesia,Lampung,Asia,No,Commercial,Tropical,Dry Season,June-September,23,33,1800,3000,70,90,0,600,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Lampung pepper is internationally recognized.,,
Black Pepper,Brazil,Espírito Santo,South America,No,Commercial,Tropical,Spring,September-December,22,33,1000,1800,65,85,0,500,Well-drained Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Brazil is a major producer of export-quality black pepper.,,
Black Pepper,Sri Lanka,Sabaragamuwa,Asia,No,Commercial,Tropical,Monsoon,May-August,22,31,1800,3000,75,95,100,900,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Pepper is an important spice crop grown with tea and rubber.,,
Black Pepper,Malaysia,Sarawak,Asia,No,Commercial,Tropical,Year-round,January-December,23,32,2000,3500,75,95,0,700,Fertile Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Sarawak pepper has geographical indication recognition.,,
Black Pepper,Cambodia,Kampot,Asia,No,Commercial,Tropical,Dry Season,November-February,23,33,1200,2200,65,85,0,400,Well-drained Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Kampot pepper is internationally renowned for its premium quality.,,
Black Pepper,Madagascar,Diana,Africa,No,Commercial,Tropical,Rainy Season,November-April,22,32,1500,2500,70,90,0,600,Rich Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Black pepper is cultivated mainly for export.,,
Cardamom,India,Kerala,Asia,Yes,Commercial,Tropical,Monsoon,June-September,18,30,1500,4000,70,95,600,1500,Well-drained Forest Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Kerala is India's largest producer of small cardamom.,,
Cardamom,India,Karnataka,Asia,Yes,Commercial,Tropical,Monsoon,June-September,18,30,1200,3000,70,95,700,1400,Red Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Grown extensively in the Western Ghats under natural shade.,,
Cardamom,India,Tamil Nadu,Asia,Yes,Commercial,Tropical,Monsoon,June-September,18,28,1200,2500,70,95,900,1800,Well-drained Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Bodinayakkanur is known as the Cardamom City of India.,,
Cardamom,Guatemala,Alta Verapaz,North America,No,Commercial,Tropical,Rainy Season,May-October,18,30,2000,4000,70,95,300,1200,Rich Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Guatemala is the world's largest exporter of cardamom.,,
Cardamom,Sri Lanka,Central Province,Asia,No,Commercial,Tropical,Monsoon,May-August,18,29,1800,3000,75,95,600,1500,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Cardamom is cultivated in the central hill country.,,
Cardamom,Tanzania,Kilimanjaro,Africa,No,Commercial,Tropical,Rainy Season,March-May,18,30,1200,2500,70,90,800,1600,Volcanic Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Tanzania exports high-quality cardamom to international markets.,,
Cardamom,Nepal,Koshi Province,Asia,No,Commercial,Subtropical,Monsoon,June-September,15,28,1500,3000,70,95,800,2000,Acidic Loamy Soil,High,Partial Shade,Medium,Low,Low,Low,Medium,Plantation,Yes,Nepal is a major producer of large cardamom.,,
Cardamom,Bhutan,Mongar,Asia,No,Commercial,Subtropical,Monsoon,June-September,15,26,1800,3500,75,95,1000,2200,Mountain Loamy Soil,High,Partial Shade,Medium,Low,Low,Low,Medium,Plantation,Yes,Large cardamom is an important cash crop in eastern Bhutan.,,
Cardamom,Indonesia,West Java,Asia,No,Commercial,Tropical,Rainy Season,November-April,20,30,1800,3000,70,95,500,1500,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Cultivated mainly for domestic consumption and export.,,
Cardamom,Papua New Guinea,Eastern Highlands,Oceania,No,Commercial,Tropical,Rainy Season,November-April,18,28,1800,3500,70,95,1000,1800,Fertile Mountain Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Commercial cultivation is expanding in the highlands.,,
Clove,Indonesia,Maluku Islands,Asia,Yes,Commercial,Tropical,Rainy Season,November-April,20,32,1500,3000,70,95,0,900,Volcanic Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,The Maluku Islands are the native home of clove and remain an important production region.,,
Clove,Indonesia,North Sulawesi,Asia,Yes,Commercial,Tropical,Rainy Season,November-April,20,32,1800,3000,70,95,100,1000,Volcanic Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,North Sulawesi is one of Indonesia's major clove-producing regions.,,
Clove,Madagascar,Atsinanana,Africa,No,Commercial,Tropical,Rainy Season,November-April,20,31,1500,2500,70,90,0,700,Well-drained Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Madagascar is one of the world's leading clove exporters.,,
Clove,Tanzania,Zanzibar,Africa,No,Commercial,Tropical,Rainy Season,March-May,22,31,1500,2500,70,90,0,300,Coral Loam,High,Full Sun,Low,Medium,Low,Medium,High,Plantation,Yes,Zanzibar is world-famous for producing premium-quality cloves.,,
Clove,India,Tamil Nadu,Asia,No,Commercial,Tropical,Monsoon,June-September,20,30,1200,2500,70,90,500,1500,Well-drained Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Cultivated in the Nilgiri Hills under suitable climatic conditions.,,
Clove,India,Kerala,Asia,No,Commercial,Tropical,Monsoon,June-September,20,30,2000,3500,75,95,200,1000,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Grown in homesteads and spice plantations.,,
Clove,Sri Lanka,Central Province,Asia,No,Commercial,Tropical,Monsoon,May-August,20,30,1800,3000,75,95,300,1200,Rich Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Commercial cultivation supports the spice export industry.,,
Clove,Comoros,Grande Comore,Africa,No,Commercial,Tropical,Rainy Season,November-April,21,31,1500,2500,70,90,0,600,Volcanic Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Clove is one of the country's most valuable export crops.,,
Clove,Brazil,Bahia,South America,No,Commercial,Tropical,Spring,September-December,21,32,1200,2200,65,90,0,500,Well-drained Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Limited,Clove is cultivated on a limited commercial scale.,,
Clove,Malaysia,Sabah,Asia,No,Commercial,Tropical,Year-round,January-December,22,31,1800,3000,70,95,0,700,Fertile Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Small-scale commercial cultivation supplies domestic spice markets.,,
Cinnamon,Sri Lanka,Central Province,Asia,Yes,Commercial,Tropical,Monsoon,May-August,20,30,1500,2500,70,95,300,1200,Well-drained Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Sri Lanka is the native home of true cinnamon and the world's leading producer of Ceylon cinnamon.,,
Cinnamon,India,Kerala,Asia,No,Commercial,Tropical,Monsoon,June-September,20,32,2000,3500,75,95,0,900,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Kerala cultivates cinnamon as an important spice crop.,,
Cinnamon,India,Tamil Nadu,Asia,No,Commercial,Tropical,Monsoon,June-September,20,31,1200,2500,70,90,500,1500,Red Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Cultivated in the Western Ghats and Nilgiri regions.,,
Cinnamon,Indonesia,West Sumatra,Asia,No,Commercial,Tropical,Rainy Season,November-April,20,32,1800,3000,70,95,300,1500,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Indonesia is one of the largest exporters of cinnamon.,,
Cinnamon,Vietnam,Yên Bái,Asia,No,Commercial,Subtropical,Rainy Season,May-October,18,30,1500,2500,70,90,400,1200,Mountain Loamy Soil,Moderate,Partial Shade,Low,Medium,Medium,Low,Medium,Plantation,Yes,Vietnam is well known for high-quality cassia cinnamon.,,
Cinnamon,China,Guangxi,Asia,No,Commercial,Subtropical,Spring,March-May,18,30,1200,2200,65,90,200,1000,Well-drained Loamy Soil,Moderate,Partial Shade,Low,Medium,Medium,Low,Medium,Plantation,Yes,Guangxi is a major cassia-producing region.,,
Cinnamon,Madagascar,Atsinanana,Africa,No,Commercial,Tropical,Rainy Season,November-April,21,31,1500,2500,70,90,0,700,Fertile Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Commercial cinnamon cultivation supports the spice export industry.,,
Cinnamon,Seychelles,Mahé,Africa,No,Commercial,Tropical,Year-round,January-December,22,31,1800,2800,75,95,0,500,Rich Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Cinnamon grows naturally and is harvested commercially.,,
Cinnamon,Tanzania,Zanzibar,Africa,No,Commercial,Tropical,Rainy Season,March-May,22,31,1500,2500,70,90,0,300,Coral Loam,High,Partial Shade,Low,Medium,Low,Medium,High,Plantation,Limited,Cinnamon is grown alongside clove plantations.,,
Cinnamon,Brazil,Bahia,South America,No,Commercial,Tropical,Spring,September-December,21,32,1200,2200,65,90,0,500,Well-drained Sandy Loam,Moderate,Partial Shade,Low,High,Medium,Low,Medium,Plantation,Limited,Small-scale commercial cultivation serves local spice markets.,,
Nutmeg,Indonesia,Maluku Islands,Asia,Yes,Commercial,Tropical,Rainy Season,November-April,20,32,1800,3500,70,95,0,800,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,The Maluku Islands are the native home of nutmeg and remain a major production region.,,
Nutmeg,India,Kerala,Asia,No,Commercial,Tropical,Monsoon,June-September,20,32,2000,3500,75,95,0,900,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Kerala is India's leading nutmeg-producing state.,,
Nutmeg,India,Tamil Nadu,Asia,No,Commercial,Tropical,Monsoon,June-September,20,31,1200,2500,70,90,500,1500,Red Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Nutmeg is cultivated in the Western Ghats and hill regions.,,
Nutmeg,Sri Lanka,Central Province,Asia,No,Commercial,Tropical,Monsoon,May-August,20,30,1800,3000,75,95,300,1200,Rich Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Sri Lanka produces high-quality nutmeg and mace for export.,,
Nutmeg,Grenada,Saint Andrew,North America,No,Commercial,Tropical,Rainy Season,June-November,22,31,1500,2500,70,90,0,400,Well-drained Volcanic Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Yes,Grenada is known as the 'Island of Spice' and is a major nutmeg exporter.,,
Nutmeg,Malaysia,Sabah,Asia,No,Commercial,Tropical,Year-round,January-December,22,32,1800,3000,70,95,0,700,Fertile Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Commercial cultivation supports local spice production.,,
Nutmeg,Papua New Guinea,East Sepik,Oceania,No,Commercial,Tropical,Rainy Season,November-April,22,31,2000,3500,75,95,0,600,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Nutmeg cultivation is increasing as an export crop.,,
Nutmeg,Tanzania,Zanzibar,Africa,No,Commercial,Tropical,Rainy Season,March-May,22,31,1500,2500,70,90,0,300,Coral Loam,High,Partial Shade,Low,Medium,Low,Medium,High,Plantation,Limited,Nutmeg is cultivated together with clove plantations.,,
Nutmeg,Brazil,Bahia,South America,No,Commercial,Tropical,Spring,September-December,21,32,1200,2200,65,90,0,500,Well-drained Sandy Loam,Moderate,Partial Shade,Low,High,Medium,Low,Medium,Plantation,Limited,Small-scale commercial production serves domestic markets.,,
Nutmeg,Comoros,Grande Comore,Africa,No,Commercial,Tropical,Rainy Season,November-April,21,31,1500,2500,70,90,0,600,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Plantation,Limited,Nutmeg is grown alongside cloves and other spice crops.,,
Vanilla,Madagascar,Sava,Africa,No,Commercial,Tropical,Rainy Season,November-April,21,32,1500,3000,70,95,0,800,Well-drained Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Vine Plantation,Yes,Madagascar is the world's largest producer of natural vanilla.,,
Vanilla,Indonesia,Papua,Asia,No,Commercial,Tropical,Rainy Season,November-April,22,32,1800,3500,70,95,0,700,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Vine Plantation,Yes,Indonesia is one of the leading exporters of vanilla beans.,,
Vanilla,India,Kerala,Asia,No,Commercial,Tropical,Monsoon,June-September,20,32,2000,3500,75,95,0,900,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Agroforestry,Limited,Vanilla is cultivated under coconut and arecanut plantations.,,
Vanilla,India,Karnataka,Asia,No,Commercial,Tropical,Monsoon,June-September,20,31,1200,2500,70,90,500,1200,Red Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Agroforestry,Limited,Commercial cultivation is concentrated in the Western Ghats.,,
Vanilla,Uganda,Central Region,Africa,No,Commercial,Tropical,Rainy Season,March-May,20,31,1200,2200,70,90,800,1500,Fertile Loamy Soil,Moderate,Partial Shade,Low,Medium,Medium,Low,Medium,Vine Plantation,Yes,Uganda is an important producer of high-quality vanilla beans.,,
Vanilla,Papua New Guinea,East Sepik,Oceania,No,Commercial,Tropical,Rainy Season,November-April,22,31,1800,3000,75,95,0,800,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Vine Plantation,Limited,Vanilla cultivation has expanded as an export crop.,,
Vanilla,Mexico,Veracruz,North America,Yes,Commercial,Tropical,Rainy Season,June-October,20,32,1200,2500,70,90,0,1200,Well-drained Loamy Soil,Moderate,Partial Shade,Low,Medium,Low,Low,Medium,Vine Plantation,Yes,Mexico is the native home of Vanilla planifolia.,,
Vanilla,Comoros,Grande Comore,Africa,No,Commercial,Tropical,Rainy Season,November-April,21,31,1500,2500,70,90,0,600,Volcanic Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Vine Plantation,Yes,Vanilla is an important export crop alongside cloves.,,
Vanilla,Tanzania,Kagera,Africa,No,Commercial,Tropical,Rainy Season,March-May,20,31,1200,2200,70,90,900,1600,Rich Loamy Soil,Moderate,Partial Shade,Low,Medium,Medium,Low,Medium,Vine Plantation,Limited,Commercial vanilla production is steadily increasing.,,
